# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM lidar0_port 2368 1588794003.482459 lcad-G7-7588 1588794003.482459
PARAM lidar0_ip 192.168.0.200 1588794003.482461 lcad-G7-7588 1588794003.482461
PARAM lidar0_shot_size 32 1588794003.482463 lcad-G7-7588 1588794003.482463
PARAM lidar0_min_sensing 1000 1588794003.482464 lcad-G7-7588 1588794003.482464
PARAM lidar0_max_sensing 24000 1588794003.482466 lcad-G7-7588 1588794003.482466
PARAM lidar0_range_division_factor 500 1588794003.482480 lcad-G7-7588 1588794003.482480
PARAM lidar0_time_between_shots 0.000046091445 1588794003.482481 lcad-G7-7588 1588794003.482481
PARAM lidar0_x 0.145 1588794003.482483 lcad-G7-7588 1588794003.482483
PARAM lidar0_y 0.0 1588794003.482485 lcad-G7-7588 1588794003.482485
PARAM lidar0_z 0.48 1588794003.482486 lcad-G7-7588 1588794003.482486
PARAM lidar0_roll 0.0 1588794003.482488 lcad-G7-7588 1588794003.482488
PARAM lidar0_pitch -0.0227 1588794003.482490 lcad-G7-7588 1588794003.482490
PARAM lidar0_yaw -0.01 1588794003.482491 lcad-G7-7588 1588794003.482491
PARAM lidar0_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.482493 lcad-G7-7588 1588794003.482493
PARAM lidar1_model HDL32 1588794003.482675 lcad-G7-7588 1588794003.482675
PARAM lidar1_port 2368 1588794003.482678 lcad-G7-7588 1588794003.482678
PARAM lidar1_ip 192.168.0.200 1588794003.482680 lcad-G7-7588 1588794003.482680
PARAM lidar1_shot_size 32 1588794003.482682 lcad-G7-7588 1588794003.482682
PARAM lidar1_min_sensing 1000 1588794003.482683 lcad-G7-7588 1588794003.482683
PARAM lidar1_max_sensing 24000 1588794003.482685 lcad-G7-7588 1588794003.482685
PARAM lidar1_range_division_factor 500 1588794003.482687 lcad-G7-7588 1588794003.482687
PARAM lidar1_time_between_shots 0.000046091445 1588794003.482689 lcad-G7-7588 1588794003.482689
PARAM lidar1_x 0.145 1588794003.482692 lcad-G7-7588 1588794003.482692
PARAM lidar1_y 0.0 1588794003.482694 lcad-G7-7588 1588794003.482694
PARAM lidar1_z 0.48 1588794003.482696 lcad-G7-7588 1588794003.482696
PARAM lidar1_roll 0.0 1588794003.482698 lcad-G7-7588 1588794003.482698
PARAM lidar1_pitch -0.0227 1588794003.482700 lcad-G7-7588 1588794003.482700
PARAM lidar1_yaw -0.01 1588794003.482702 lcad-G7-7588 1588794003.482702
PARAM lidar1_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.482704 lcad-G7-7588 1588794003.482704
PARAM lidar2_model VLP16 1588794003.483072 lcad-G7-7588 1588794003.483072
PARAM lidar2_port 2369 1588794003.483075 lcad-G7-7588 1588794003.483075
PARAM lidar2_ip 192.168.0.201 1588794003.483078 lcad-G7-7588 1588794003.483078
PARAM lidar2_shot_size 16 1588794003.483080 lcad-G7-7588 1588794003.483080
PARAM lidar2_min_sensing 1000 1588794003.483082 lcad-G7-7588 1588794003.483082
PARAM lidar2_max_sensing 24000 1588794003.483084 lcad-G7-7588 1588794003.483084
PARAM lidar2_range_division_factor 500 1588794003.483087 lcad-G7-7588 1588794003.483087
PARAM lidar2_time_between_shots 0.000046091445 1588794003.483089 lcad-G7-7588 1588794003.483089
PARAM lidar2_x 0.215 1588794003.483092 lcad-G7-7588 1588794003.483092
PARAM lidar2_y -0.515 1588794003.483094 lcad-G7-7588 1588794003.483094
PARAM lidar2_z 0.078 1588794003.483096 lcad-G7-7588 1588794003.483096
PARAM lidar2_roll 0.0 1588794003.483099 lcad-G7-7588 1588794003.483099
PARAM lidar2_pitch 0.0 1588794003.483101 lcad-G7-7588 1588794003.483101
PARAM lidar2_yaw 0.0 1588794003.483104 lcad-G7-7588 1588794003.483104
PARAM lidar2_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.483106 lcad-G7-7588 1588794003.483106
PARAM lidar2_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.483111 lcad-G7-7588 1588794003.483111
PARAM lidar3_model VLP16 1588794003.483310 lcad-G7-7588 1588794003.483310
PARAM lidar3_port 2369 1588794003.483313 lcad-G7-7588 1588794003.483313
PARAM lidar3_ip 192.168.0.201 1588794003.483315 lcad-G7-7588 1588794003.483315
PARAM lidar3_shot_size 16 1588794003.483317 lcad-G7-7588 1588794003.483316
PARAM lidar3_min_sensing 1000 1588794003.483318 lcad-G7-7588 1588794003.483318
PARAM lidar3_max_sensing 24000 1588794003.483320 lcad-G7-7588 1588794003.483320
PARAM lidar3_range_division_factor 500 1588794003.483321 lcad-G7-7588 1588794003.483321
PARAM lidar3_time_between_shots 0.000046091445 1588794003.483323 lcad-G7-7588 1588794003.483323
PARAM lidar3_x 0.215 1588794003.483325 lcad-G7-7588 1588794003.483325
PARAM lidar3_y 0.515 1588794003.483326 lcad-G7-7588 1588794003.483326
PARAM lidar3_z 0.078 1588794003.483340 lcad-G7-7588 1588794003.483340
PARAM lidar3_roll 0.0 1588794003.483341 lcad-G7-7588 1588794003.483341
PARAM lidar3_pitch -0.0227 1588794003.483343 lcad-G7-7588 1588794003.483343
PARAM lidar3_yaw -0.01 1588794003.483345 lcad-G7-7588 1588794003.483345
PARAM lidar3_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.483346 lcad-G7-7588 1588794003.483346
PARAM lidar3_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.483350 lcad-G7-7588 1588794003.483350
PARAM lidar4_model RS16 1588794003.483690 lcad-G7-7588 1588794003.483690
PARAM lidar4_ip 192.168.1.200 1588794003.483692 lcad-G7-7588 1588794003.483692
PARAM lidar4_port 6699 1588794003.483694 lcad-G7-7588 1588794003.483694
PARAM lidar4_shot_size 16 1588794003.483696 lcad-G7-7588 1588794003.483696
PARAM lidar4_min_sensing 1000 1588794003.483697 lcad-G7-7588 1588794003.483697
PARAM lidar4_max_sensing 24000 1588794003.483699 lcad-G7-7588 1588794003.483699
PARAM lidar4_range_division_factor 200 1588794003.483701 lcad-G7-7588 1588794003.483701
PARAM lidar4_time_between_shots 0.000046091445 1588794003.483702 lcad-G7-7588 1588794003.483702
PARAM lidar4_x 0.145 1588794003.483704 lcad-G7-7588 1588794003.483704
PARAM lidar4_y 0.0 1588794003.483705 lcad-G7-7588 1588794003.483705
PARAM lidar4_z 0.48 1588794003.483707 lcad-G7-7588 1588794003.483707
PARAM lidar4_roll 0.0 1588794003.483708 lcad-G7-7588 1588794003.483708
PARAM lidar4_pitch -0.0227 1588794003.483710 lcad-G7-7588 1588794003.483710
PARAM lidar4_yaw -0.01 1588794003.483712 lcad-G7-7588 1588794003.483712
PARAM lidar4_ray_order 0 1 2 3 4 5 6 7 15 14 13 12 11 10 9 8 1588794003.483713 lcad-G7-7588 1588794003.483713
PARAM lidar4_vertical_angles -15.0094 -13.014 -11.017 -9.0134 -7.0086 -5.0078 -3.0124 -1.0097 14.9927 12.997 10.9928 9.003 6.991 4.9935 2.991 0.9954 1588794003.483717 lcad-G7-7588 1588794003.483717
PARAM lidar5_model VLP16 1588794003.484008 lcad-G7-7588 1588794003.484008
PARAM lidar5_port 2369 1588794003.484011 lcad-G7-7588 1588794003.484011
PARAM lidar5_ip 192.168.0.201 1588794003.484012 lcad-G7-7588 1588794003.484012
PARAM lidar5_shot_size 16 1588794003.484014 lcad-G7-7588 1588794003.484014
PARAM lidar5_min_sensing 1000 1588794003.484016 lcad-G7-7588 1588794003.484016
PARAM lidar5_max_sensing 24000 1588794003.484017 lcad-G7-7588 1588794003.484017
PARAM lidar5_range_division_factor 500 1588794003.484019 lcad-G7-7588 1588794003.484019
PARAM lidar5_time_between_shots 0.000046091445 1588794003.484020 lcad-G7-7588 1588794003.484020
PARAM lidar5_x 0.215 1588794003.484022 lcad-G7-7588 1588794003.484022
PARAM lidar5_y -0.515 1588794003.484024 lcad-G7-7588 1588794003.484024
PARAM lidar5_z 0.078 1588794003.484025 lcad-G7-7588 1588794003.484025
PARAM lidar5_roll 0.0 1588794003.484027 lcad-G7-7588 1588794003.484027
PARAM lidar5_pitch 0.0 1588794003.484028 lcad-G7-7588 1588794003.484028
PARAM lidar5_yaw 0.0 1588794003.484030 lcad-G7-7588 1588794003.484030
PARAM lidar5_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.484032 lcad-G7-7588 1588794003.484032
PARAM lidar5_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.484035 lcad-G7-7588 1588794003.484035
PARAM lidar6_model VLP16 1588794003.484345 lcad-G7-7588 1588794003.484345
PARAM lidar6_port 2369 1588794003.484349 lcad-G7-7588 1588794003.484349
PARAM lidar6_ip 192.168.0.201 1588794003.484350 lcad-G7-7588 1588794003.484350
PARAM lidar6_shot_size 16 1588794003.484352 lcad-G7-7588 1588794003.484352
PARAM lidar6_min_sensing 1000 1588794003.484354 lcad-G7-7588 1588794003.484354
PARAM lidar6_max_sensing 24000 1588794003.484356 lcad-G7-7588 1588794003.484355
PARAM lidar6_range_division_factor 500 1588794003.484357 lcad-G7-7588 1588794003.484357
PARAM lidar6_time_between_shots 0.000046091445 1588794003.484359 lcad-G7-7588 1588794003.484359
PARAM lidar6_x 0.215 1588794003.484361 lcad-G7-7588 1588794003.484361
PARAM lidar6_y -0.515 1588794003.484362 lcad-G7-7588 1588794003.484362
PARAM lidar6_z 0.078 1588794003.484364 lcad-G7-7588 1588794003.484364
PARAM lidar6_roll 0.0 1588794003.484378 lcad-G7-7588 1588794003.484378
PARAM lidar6_pitch 0.0 1588794003.484379 lcad-G7-7588 1588794003.484379
PARAM lidar6_yaw 0.0 1588794003.484381 lcad-G7-7588 1588794003.484381
PARAM lidar6_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.484383 lcad-G7-7588 1588794003.484383
PARAM lidar6_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.484386 lcad-G7-7588 1588794003.484386
PARAM lidar7_model VLP16 1588794003.484548 lcad-G7-7588 1588794003.484548
PARAM lidar7_port 2369 1588794003.484551 lcad-G7-7588 1588794003.484550
PARAM lidar7_ip 192.168.0.201 1588794003.484552 lcad-G7-7588 1588794003.484552
PARAM lidar7_shot_size 16 1588794003.484554 lcad-G7-7588 1588794003.484554
PARAM lidar7_min_sensing 1000 1588794003.484556 lcad-G7-7588 1588794003.484555
PARAM lidar7_max_sensing 24000 1588794003.484557 lcad-G7-7588 1588794003.484557
PARAM lidar7_range_division_factor 500 1588794003.484559 lcad-G7-7588 1588794003.484559
PARAM lidar7_time_between_shots 0.000046091445 1588794003.484560 lcad-G7-7588 1588794003.484560
PARAM lidar7_x 0.215 1588794003.484562 lcad-G7-7588 1588794003.484562
PARAM lidar7_y -0.515 1588794003.484564 lcad-G7-7588 1588794003.484564
PARAM lidar7_z 0.078 1588794003.484565 lcad-G7-7588 1588794003.484565
PARAM lidar7_roll 0.0 1588794003.484567 lcad-G7-7588 1588794003.484567
PARAM lidar7_pitch 0.0 1588794003.484569 lcad-G7-7588 1588794003.484569
PARAM lidar7_yaw 0.0 1588794003.484570 lcad-G7-7588 1588794003.484570
PARAM lidar7_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.484572 lcad-G7-7588 1588794003.484572
PARAM lidar7_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.484575 lcad-G7-7588 1588794003.484575
PARAM lidar8_model VLP16 1588794003.484729 lcad-G7-7588 1588794003.484729
PARAM lidar8_port 2369 1588794003.484731 lcad-G7-7588 1588794003.484731
PARAM lidar8_ip 192.168.0.201 1588794003.484733 lcad-G7-7588 1588794003.484733
PARAM lidar8_shot_size 16 1588794003.484734 lcad-G7-7588 1588794003.484734
PARAM lidar8_min_sensing 1000 1588794003.484736 lcad-G7-7588 1588794003.484736
PARAM lidar8_max_sensing 24000 1588794003.484738 lcad-G7-7588 1588794003.484738
PARAM lidar8_range_division_factor 500 1588794003.484739 lcad-G7-7588 1588794003.484739
PARAM lidar8_time_between_shots 0.000046091445 1588794003.484741 lcad-G7-7588 1588794003.484741
PARAM lidar8_x 0.215 1588794003.484743 lcad-G7-7588 1588794003.484743
PARAM lidar8_y -0.515 1588794003.484744 lcad-G7-7588 1588794003.484744
PARAM lidar8_z 0.078 1588794003.484746 lcad-G7-7588 1588794003.484746
PARAM lidar8_roll 0.0 1588794003.484747 lcad-G7-7588 1588794003.484747
PARAM lidar8_pitch 0.0 1588794003.484749 lcad-G7-7588 1588794003.484749
PARAM lidar8_yaw 0.0 1588794003.484751 lcad-G7-7588 1588794003.484751
PARAM lidar8_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.484752 lcad-G7-7588 1588794003.484752
PARAM lidar8_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.484756 lcad-G7-7588 1588794003.484756
PARAM lidar9_model VLP16 1588794003.485018 lcad-G7-7588 1588794003.485018
PARAM lidar9_port 2369 1588794003.485020 lcad-G7-7588 1588794003.485020
PARAM lidar9_ip 192.168.0.201 1588794003.485022 lcad-G7-7588 1588794003.485022
PARAM lidar9_shot_size 16 1588794003.485023 lcad-G7-7588 1588794003.485023
PARAM lidar9_min_sensing 1000 1588794003.485025 lcad-G7-7588 1588794003.485025
PARAM lidar9_max_sensing 24000 1588794003.485027 lcad-G7-7588 1588794003.485027
PARAM lidar9_range_division_factor 500 1588794003.485028 lcad-G7-7588 1588794003.485028
PARAM lidar9_time_between_shots 0.000046091445 1588794003.485030 lcad-G7-7588 1588794003.485030
PARAM lidar9_x 0.215 1588794003.485031 lcad-G7-7588 1588794003.485031
PARAM lidar9_y -0.515 1588794003.485033 lcad-G7-7588 1588794003.485033
PARAM lidar9_z 0.078 1588794003.485034 lcad-G7-7588 1588794003.485034
PARAM lidar9_roll 0.0 1588794003.485036 lcad-G7-7588 1588794003.485036
PARAM lidar9_pitch 0.0 1588794003.485044 lcad-G7-7588 1588794003.485044
PARAM lidar9_yaw 0.0 1588794003.485046 lcad-G7-7588 1588794003.485046
PARAM lidar9_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.485047 lcad-G7-7588 1588794003.485047
PARAM lidar9_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.485051 lcad-G7-7588 1588794003.485051
PARAM lidar10_model VLP16 1588794003.485218 lcad-G7-7588 1588794003.485218
PARAM lidar10_port 2369 1588794003.485220 lcad-G7-7588 1588794003.485220
PARAM lidar10_ip 192.168.0.201 1588794003.485222 lcad-G7-7588 1588794003.485222
PARAM lidar10_shot_size 16 1588794003.485224 lcad-G7-7588 1588794003.485224
PARAM lidar10_min_sensing 1000 1588794003.485226 lcad-G7-7588 1588794003.485225
PARAM lidar10_max_sensing 24000 1588794003.485227 lcad-G7-7588 1588794003.485227
PARAM lidar10_range_division_factor 500 1588794003.485229 lcad-G7-7588 1588794003.485229
PARAM lidar10_time_between_shots 0.000046091445 1588794003.485230 lcad-G7-7588 1588794003.485230
PARAM lidar10_x 0.215 1588794003.485232 lcad-G7-7588 1588794003.485232
PARAM lidar10_y -0.515 1588794003.485234 lcad-G7-7588 1588794003.485234
PARAM lidar10_z 0.078 1588794003.485235 lcad-G7-7588 1588794003.485235
PARAM lidar10_roll 0.0 1588794003.485237 lcad-G7-7588 1588794003.485237
PARAM lidar10_pitch 0.0 1588794003.485239 lcad-G7-7588 1588794003.485239
PARAM lidar10_yaw 0.0 1588794003.485240 lcad-G7-7588 1588794003.485240
PARAM lidar10_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.485242 lcad-G7-7588 1588794003.485242
PARAM lidar10_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.485245 lcad-G7-7588 1588794003.485245
PARAM lidar11_model VLP16 1588794003.485415 lcad-G7-7588 1588794003.485414
PARAM lidar11_port 2369 1588794003.485418 lcad-G7-7588 1588794003.485418
PARAM lidar11_ip 192.168.0.201 1588794003.485420 lcad-G7-7588 1588794003.485420
PARAM lidar11_shot_size 16 1588794003.485422 lcad-G7-7588 1588794003.485422
PARAM lidar11_min_sensing 1000 1588794003.485424 lcad-G7-7588 1588794003.485424
PARAM lidar11_max_sensing 24000 1588794003.485427 lcad-G7-7588 1588794003.485427
PARAM lidar11_range_division_factor 500 1588794003.485429 lcad-G7-7588 1588794003.485429
PARAM lidar11_time_between_shots 0.000046091445 1588794003.485431 lcad-G7-7588 1588794003.485431
PARAM lidar11_x 0.215 1588794003.485433 lcad-G7-7588 1588794003.485433
PARAM lidar11_y -0.515 1588794003.485435 lcad-G7-7588 1588794003.485435
PARAM lidar11_z 0.078 1588794003.485437 lcad-G7-7588 1588794003.485437
PARAM lidar11_roll 0.0 1588794003.485439 lcad-G7-7588 1588794003.485439
PARAM lidar11_pitch 0.0 1588794003.485441 lcad-G7-7588 1588794003.485441
PARAM lidar11_yaw 0.0 1588794003.485443 lcad-G7-7588 1588794003.485443
PARAM lidar11_ray_order 0 8 1 9 2 10 3 11 4 12 5 13 6 14 7 15 1588794003.485446 lcad-G7-7588 1588794003.485446
PARAM lidar11_vertical_angles -15.0 1.0 -13.0 3.0 -11.0 5.0 -9.0 7.0 -7.0 9.0 -5.0 11.0 -3.0 13.0 -1.0 15.0 1588794003.485451 lcad-G7-7588 1588794003.485451
PARAM lidar12_model RS16 1588794003.485723 lcad-G7-7588 1588794003.485723
PARAM lidar12_ip 192.168.1.200 1588794003.485726 lcad-G7-7588 1588794003.485726
PARAM lidar12_port 6699 1588794003.485728 lcad-G7-7588 1588794003.485728
PARAM lidar12_shot_size 16 1588794003.485730 lcad-G7-7588 1588794003.485730
PARAM lidar12_min_sensing 1000 1588794003.485733 lcad-G7-7588 1588794003.485733
PARAM lidar12_max_sensing 24000 1588794003.485735 lcad-G7-7588 1588794003.485735
PARAM lidar12_range_division_factor 200 1588794003.485738 lcad-G7-7588 1588794003.485738
PARAM lidar12_time_between_shots 0.000046091445 1588794003.485740 lcad-G7-7588 1588794003.485740
PARAM lidar12_x 0.145 1588794003.485742 lcad-G7-7588 1588794003.485742
PARAM lidar12_y 0.0 1588794003.485745 lcad-G7-7588 1588794003.485745
PARAM lidar12_z 0.48 1588794003.485747 lcad-G7-7588 1588794003.485747
PARAM lidar12_roll 0.0 1588794003.485750 lcad-G7-7588 1588794003.485750
PARAM lidar12_pitch -0.0227 1588794003.485752 lcad-G7-7588 1588794003.485752
PARAM lidar12_yaw -0.01 1588794003.485762 lcad-G7-7588 1588794003.485762
PARAM lidar12_ray_order 0 1 2 3 4 5 6 7 15 14 13 12 11 10 9 8 1588794003.485764 lcad-G7-7588 1588794003.485764
PARAM lidar12_vertical_angles -15.0094 -13.014 -11.017 -9.0134 -7.0086 -5.0078 -3.0124 -1.0097 14.9927 12.997 10.9928 9.003 6.991 4.9935 2.991 0.9954 1588794003.485769 lcad-G7-7588 1588794003.485769
PARAM traffic_light_use_squeezenet on 1588794003.486086 lcad-G7-7588 1588794003.486086
PARAM traffic_light_gpu_mode on 1588794003.486089 lcad-G7-7588 1588794003.486089
PARAM traffic_light_gpu_device_id 0 1588794003.486091 lcad-G7-7588 1588794003.486091
PARAM traffic_light_viewer_width 640 1588794003.486092 lcad-G7-7588 1588794003.486092
PARAM stereo3_width 1280 1588794003.486675 lcad-G7-7588 1588794003.486675
PARAM stereo3_height 960 1588794003.486679 lcad-G7-7588 1588794003.486679
PARAM stereo3_max_disparity 100 1588794003.486681 lcad-G7-7588 1588794003.486680
PARAM stereo3_smoothing_kernel_size 15 1588794003.486682 lcad-G7-7588 1588794003.486682
PARAM stereo3_algorithm ELAS 1588794003.486684 lcad-G7-7588 1588794003.486684
PARAM stereo3_gaussian_radius 7.0 1588794003.486685 lcad-G7-7588 1588794003.486685
PARAM stereo3_synapses 128 1588794003.486687 lcad-G7-7588 1588794003.486687
PARAM stereo3_wintakeiteration 3 1588794003.486689 lcad-G7-7588 1588794003.486689
PARAM stereo3_numdisparity 48 1588794003.486690 lcad-G7-7588 1588794003.486690
PARAM stereo3_numthreads 8 1588794003.486692 lcad-G7-7588 1588794003.486692
PARAM stereo3_scalew 1280 1588794003.486694 lcad-G7-7588 1588794003.486694
PARAM stereo3_scaleh 960 1588794003.486695 lcad-G7-7588 1588794003.486695
PARAM stereo3_vertical_ROI_ini 0 1588794003.486697 lcad-G7-7588 1588794003.486697
PARAM stereo3_vertical_ROI_end 960 1588794003.486699 lcad-G7-7588 1588794003.486698
PARAM stereo3_horizontal_ROI_ini 0 1588794003.486700 lcad-G7-7588 1588794003.486700
PARAM stereo3_horizontal_ROI_end 1280 1588794003.486702 lcad-G7-7588 1588794003.486702
PARAM stereo4_width 1920 1588794003.486797 lcad-G7-7588 1588794003.486797
PARAM stereo4_height 1080 1588794003.486800 lcad-G7-7588 1588794003.486800
PARAM stereo4_max_disparity 128 1588794003.486801 lcad-G7-7588 1588794003.486801
PARAM stereo4_smoothing_kernel_size 15 1588794003.486803 lcad-G7-7588 1588794003.486803
PARAM stereo4_scalew 1280 1588794003.486805 lcad-G7-7588 1588794003.486805
PARAM stereo4_scaleh 960 1588794003.486806 lcad-G7-7588 1588794003.486806
PARAM stereo6_width 1280 1588794003.487269 lcad-G7-7588 1588794003.487269
PARAM stereo6_height 960 1588794003.487272 lcad-G7-7588 1588794003.487272
PARAM stereo6_max_disparity 128 1588794003.487274 lcad-G7-7588 1588794003.487274
PARAM stereo6_smoothing_kernel_size 15 1588794003.487275 lcad-G7-7588 1588794003.487275
PARAM stereo6_algorithm ELAS 1588794003.487277 lcad-G7-7588 1588794003.487277
PARAM stereo6_gaussian_radius 10.0 1588794003.487279 lcad-G7-7588 1588794003.487279
PARAM stereo6_synapses 256 1588794003.487280 lcad-G7-7588 1588794003.487280
PARAM stereo6_wintakeiteration 1 1588794003.487282 lcad-G7-7588 1588794003.487282
PARAM stereo6_numdisparity 36 1588794003.487284 lcad-G7-7588 1588794003.487283
PARAM stereo6_numthreads 8 1588794003.487285 lcad-G7-7588 1588794003.487285
PARAM stereo6_scalew 1280 1588794003.487287 lcad-G7-7588 1588794003.487287
PARAM stereo6_scaleh 960 1588794003.487288 lcad-G7-7588 1588794003.487288
PARAM stereo6_vertical_ROI_ini 0 1588794003.487290 lcad-G7-7588 1588794003.487290
PARAM stereo6_vertical_ROI_end 960 1588794003.487292 lcad-G7-7588 1588794003.487292
PARAM stereo6_horizontal_ROI_ini 0 1588794003.487293 lcad-G7-7588 1588794003.487293
PARAM stereo6_horizontal_ROI_end 1280 1588794003.487295 lcad-G7-7588 1588794003.487295
PARAM stereo7_width 640 1588794003.487409 lcad-G7-7588 1588794003.487409
PARAM stereo7_height 480 1588794003.487412 lcad-G7-7588 1588794003.487412
PARAM stereo7_max_disparity 128 1588794003.487414 lcad-G7-7588 1588794003.487414
PARAM stereo7_smoothing_kernel_size 15 1588794003.487415 lcad-G7-7588 1588794003.487415
